,Month,DayOfWeek,Time,LateAircraftDelay
2485632,5,6,16,17.0
3484771,6,4,13,23.0
148895,1,1,18,150.0
3961672,7,7,16,23.0
620630,2,4,20,35.0
1205772,3,3,10,62.0
5454877,10,5,9,2.0
2801171,5,7,21,18.0
4256999,8,7,21,17.0
4815574,8,2,15,24.0
111174,1,4,12,17.0
5103118,9,5,11,57.0
3283689,6,1,10,6.0
2308853,4,4,16,18.0
2083905,4,2,17,25.0
1734788,3,3,16,13.0
2912072,5,2,16,21.0
1194784,3,7,13,36.0
4040354,7,1,17,8.0
4157599,7,5,16,31.0
6236448,11,6,12,36.0
5124754,9,3,17,20.0
91353,1,4,16,22.0
16592,1,2,10,55.0
521965,1,1,16,8.0
5826916,10,2,16,27.0
1026962,2,4,14,4.0
3053100,6,4,20,19.0
613536,2,2,15,133.0
6961027,12,6,13,25.0
1678295,3,4,13,17.0
91405,1,4,15,75.0
3234585,6,2,15,75.0
3746190,7,6,11,17.0
146451,1,5,17,66.0
639170,2,3,12,216.0
1847634,4,7,12,45.0
252610,1,4,17,7.0
3341084,6,7,21,8.0
894675,2,1,14,12.0
3343206,6,1,10,3.0
3172809,6,4,11,44.0
4479780,8,4,22,77.0
1583906,3,7,19,30.0
636178,2,2,15,9.0
1078886,2,6,16,60.0
4780936,8,7,12,11.0
6238190,11,7,17,4.0
1250136,3,2,16,106.0
6638270,12,3,16,39.0
1205791,3,3,17,32.0
253991,1,5,10,95.0
5447888,10,3,17,43.0
5767398,10,3,16,92.0
3248254,6,5,17,116.0
3734778,7,3,17,38.0
1049396,2,2,17,18.0
2008042,4,5,18,40.0
4832710,8,4,18,44.0
1892829,4,6,8,158.0
6618681,12,2,22,10.0
2262829,4,5,16,63.0
932411,2,1,15,83.0
4512123,8,4,20,122.0
117148,1,4,21,22.0
1864428,4,5,12,13.0
667885,2,4,18,24.0
1220242,3,7,20,32.0
2296687,4,3,17,20.0
1600067,3,1,16,17.0
6580546,12,1,18,50.0
6936171,12,4,17,11.0
6511743,12,3,17,56.0
4828831,8,1,18,20.0
3491521,6,5,11,52.0
3364508,6,7,18,3.0
6350187,11,6,11,72.0
2619845,5,1,21,52.0
3626371,7,3,17,217.0
2304273,4,3,18,21.0
5114991,9,2,10,21.0
1618764,3,4,17,13.0
3809665,7,6,17,86.0
4033866,7,3,19,29.0
6879440,12,3,13,6.0
113152,1,4,16,31.0
253424,1,7,10,49.0
596632,1,2,11,13.0
6223568,11,7,10,30.0
2866433,5,4,22,77.0
5218930,9,7,17,15.0
1074319,2,4,20,11.0
3633927,7,5,20,37.0
2021315,4,7,10,17.0
1800096,4,7,17,18.0
1870555,4,7,14,26.0
1060415,2,5,17,54.0
1413097,3,5,8,33.0
3598840,6,7,10,14.0
2775419,5,5,16,28.0
888958,2,6,15,49.0
748256,2,5,17,75.0
606366,2,7,17,72.0
4265133,8,2,15,17.0
2820834,5,5,15,173.0
4853442,9,5,19,36.0
1536065,3,2,10,14.0
3339746,6,3,15,11.0
2930791,5,3,19,31.0
5447044,10,3,19,265.0
6508660,12,2,13,144.0
3921342,7,2,16,48.0
476526,1,7,9,196.0
1229620,3,3,19,34.0
1817272,4,5,16,68.0
4692753,8,6,18,40.0
2432193,5,5,14,45.0
6439551,11,4,20,192.0
838996,2,5,7,71.0
956368,2,2,19,101.0
4315050,8,3,12,8.0
6511837,12,3,12,35.0
1430533,3,5,15,37.0
242084,1,2,18,7.0
6407548,11,4,12,47.0
3251729,6,5,17,71.0
2377106,4,1,11,165.0
829391,2,2,20,134.0
419952,1,2,15,22.0
4112743,7,2,20,9.0
792222,2,1,19,31.0
1227941,3,2,19,162.0
1416141,3,4,19,179.0
618406,2,3,18,3.0
387963,1,3,12,37.0
1842776,4,5,19,13.0
4218818,7,3,9,6.0
2266102,4,4,15,15.0
1211828,3,5,19,34.0
2597418,5,2,8,143.0
3808223,7,5,22,68.0
249734,1,3,19,16.0
5996908,11,4,15,11.0
4481610,8,5,13,16.0
4631653,8,6,13,3.0
5802516,10,3,19,21.0
3921917,7,2,16,10.0
1886312,4,7,14,16.0
1008192,2,5,12,13.0
2759997,5,3,20,15.0
1869863,4,7,21,22.0
1158384,2,5,15,21.0
1707614,3,4,15,138.0
6616617,12,3,16,63.0
4632171,8,6,18,67.0
801574,2,7,13,45.0
3618980,7,1,9,7.0
5616037,10,3,15,61.0
1118232,2,5,23,12.0
3483388,6,6,18,40.0
6205162,11,6,9,13.0
1291257,3,5,15,133.0
123107,1,4,17,52.0
1234958,3,4,16,7.0
1511131,3,7,15,18.0
994387,2,5,17,14.0
6563499,12,1,9,19.0
6533023,12,3,15,118.0
1501048,3,1,21,50.0
2498323,5,4,13,92.0
5863842,10,3,17,3.0
6806287,12,5,19,102.0
4886800,9,1,14,27.0
4486867,8,6,17,41.0
778492,2,6,8,18.0
6687434,12,6,19,85.0
2181421,4,4,17,9.0
885837,2,5,18,26.0
3015604,6,7,15,168.0
1599093,3,5,8,70.0
6481132,12,1,21,11.0
6490706,12,4,19,31.0
4328490,8,3,18,87.0
2893087,5,4,19,46.0
3182853,6,4,15,40.0
2456567,5,5,15,18.0
3686662,7,7,20,104.0
1590092,3,5,14,29.0
2160715,4,6,15,461.0
2241628,4,5,15,7.0
5697914,10,2,13,120.0
1438566,3,6,14,23.0
2900335,5,7,17,12.0
553910,1,1,17,27.0
1303390,3,1,18,21.0
3283130,6,1,16,18.0
1298713,3,1,10,51.0
3925294,7,5,18,1.0
2883766,5,7,16,43.0
6272386,11,6,16,48.0
487371,1,5,16,10.0
3417023,6,3,16,9.0
5821347,10,7,16,21.0
4749318,8,6,19,1.0
5832973,10,3,14,63.0
4354900,8,3,15,22.0
1519254,3,5,10,46.0
4658278,8,3,17,15.0
3091230,6,1,16,24.0
5351562,9,2,19,110.0
4107299,7,7,17,5.0
1554986,3,6,18,17.0
3226691,6,7,12,151.0
4177679,7,5,18,21.0
956633,2,2,14,32.0
6964943,12,7,17,136.0
6287318,11,5,15,51.0
6513270,12,4,18,115.0
2078960,4,2,16,10.0
3446079,6,7,18,26.0
1764224,3,5,20,50.0
1538942,3,6,8,195.0
1258109,3,4,14,4.0
3000866,6,3,12,17.0
6689888,12,4,11,91.0
886517,2,5,19,3.0
2451887,5,4,9,6.0
5201398,9,4,14,95.0
1669385,3,5,17,17.0
1902034,4,3,19,36.0
828178,2,6,9,10.0
3028295,6,4,18,50.0
1310344,3,2,17,176.0
550177,1,1,21,131.0
4089789,7,3,16,17.0
3734474,7,1,9,68.0
1435879,3,6,18,52.0
4330801,8,5,14,58.0
404177,1,3,18,9.0
610122,2,1,21,88.0
72636,1,5,14,53.0
4143825,7,2,12,15.0
3828096,7,3,10,33.0
6753620,12,6,13,15.0
1001386,2,3,18,18.0
5587809,10,3,18,103.0
1154238,2,1,10,75.0
1990073,4,3,17,29.0
6343973,11,5,20,31.0
3473794,6,4,11,69.0
526162,1,2,13,33.0
1204837,3,3,12,10.0
3386106,6,7,12,27.0
3839365,7,3,14,54.0
6782525,12,4,14,10.0
2469971,5,2,20,17.0
756540,2,5,20,16.0
3368815,6,6,19,54.0
4085060,7,4,13,57.0
2751561,5,5,15,52.0
6771273,12,3,10,74.0
1078496,2,4,14,22.0
6683119,12,7,15,37.0
2507121,5,3,11,23.0
4342871,8,7,12,84.0
4486114,8,1,14,303.0
3550005,6,1,21,104.0
2998514,6,2,16,26.0
5415272,10,7,21,60.0
3978272,7,6,19,26.0
5891132,10,5,13,4.0
4506281,8,7,23,16.0
3425544,6,4,19,13.0
1276496,3,5,13,6.0
2881986,5,2,21,41.0
839507,2,6,10,48.0
1815164,4,4,20,37.0
3076813,6,5,12,54.0
971230,2,2,17,105.0
4793232,8,1,21,94.0
1467765,3,1,8,31.0
404366,1,2,19,32.0
1500776,3,1,9,18.0
6711159,12,1,14,34.0
3735389,7,7,15,243.0
6175895,11,4,20,44.0
4643529,8,5,18,16.0
3915229,7,3,19,32.0
4881671,9,7,20,78.0
981092,2,5,15,48.0
6970799,12,3,21,24.0
3056665,6,6,19,26.0
2068882,4,1,19,24.0
4717267,8,2,15,26.0
6203915,11,5,14,48.0
4346552,8,7,18,38.0
962940,2,6,9,8.0
542919,1,3,19,111.0
3360287,6,2,9,40.0
6911258,12,2,16,98.0
5975709,11,4,20,5.0
6881957,12,3,11,81.0
2938418,5,1,15,21.0
6676792,12,2,11,35.0
1734085,3,1,10,8.0
2819213,5,5,15,13.0
2454322,5,4,14,19.0
7005395,12,3,18,18.0
4476728,8,6,15,153.0
5573802,10,1,15,72.0
6384599,11,7,19,29.0
1570657,3,1,21,6.0
4613068,8,6,11,46.0
534105,1,3,18,41.0
2214191,4,4,19,38.0
636664,2,2,11,6.0
2992118,5,4,20,20.0
2190134,4,1,14,21.0
580854,1,7,18,17.0
225,1,4,14,14.0
4478807,8,7,16,30.0
1597021,3,4,10,44.0
4336796,8,5,14,92.0
6763671,12,7,20,42.0
4836717,8,7,12,59.0
6530454,12,2,11,310.0
3728999,7,3,13,12.0
2773736,5,5,10,20.0
2424240,5,2,20,50.0
5589081,10,6,9,36.0
6954806,12,1,12,89.0
3055594,6,5,20,13.0
6679601,12,6,15,108.0
6426344,11,7,19,29.0
1456006,3,6,23,12.0
2644080,5,5,14,6.0
1666854,3,1,11,62.0
1091545,2,4,22,45.0
7003821,12,1,10,20.0
3529366,6,4,18,7.0
2331816,4,6,13,50.0
5903840,10,2,17,185.0
1048979,2,7,19,67.0
3450873,6,1,17,49.0
4782970,8,3,19,37.0
4726011,8,3,20,128.0
3637724,7,7,21,197.0
3549377,6,7,19,150.0
1748000,3,5,15,133.0
5669029,10,7,13,66.0
6620737,12,6,20,21.0
3683281,7,6,19,45.0
4286951,8,2,21,21.0
1079726,2,7,18,48.0
6528346,12,1,18,20.0
6913105,12,7,14,31.0
5485024,10,5,13,15.0
208611,1,5,20,25.0
1230379,3,3,19,199.0
5053425,9,3,12,67.0
971144,2,2,13,13.0
1016415,2,2,7,10.0
2102834,4,1,15,129.0
6538459,12,5,11,255.0
4425762,8,3,10,29.0
1589966,3,3,11,63.0
3234696,6,2,14,15.0
1482876,3,1,19,31.0
1226457,3,2,19,75.0
6663900,12,4,20,11.0
901513,2,6,11,35.0
6868989,12,7,10,34.0
4032270,7,7,15,30.0
6792877,12,6,14,13.0
177496,1,7,11,269.0
4938832,9,4,15,59.0
1399613,3,7,13,10.0
3523833,6,6,19,35.0
6003704,11,6,13,21.0
1501070,3,1,17,34.0
646700,2,5,14,11.0
5308195,9,4,12,23.0
745250,2,2,13,120.0
2287653,4,7,13,113.0
1736575,3,6,15,19.0
3412612,6,4,16,36.0
5411890,10,6,15,28.0
4025161,7,2,19,21.0
693860,2,5,19,31.0
1181694,3,3,11,15.0
787963,2,5,8,20.0
611627,2,1,17,103.0
4584286,8,7,19,83.0
1683503,3,5,11,238.0
1017345,2,5,19,9.0
3077360,6,5,14,63.0
1728267,3,5,15,9.0
6619554,12,2,15,4.0
2784804,5,6,16,53.0
4065821,7,3,21,34.0
2176182,4,5,15,14.0
1684812,3,6,12,14.0
5081337,9,1,18,10.0
6955169,12,2,17,13.0
6933371,12,6,13,46.0
1800530,4,7,20,82.0
1225457,3,2,17,52.0
3846281,7,1,16,19.0
6977250,12,2,17,29.0
3648512,7,3,18,33.0
5090287,9,1,13,18.0
2958217,5,1,10,48.0
6737071,12,2,16,33.0
6384373,11,7,14,4.0
3410241,6,1,13,17.0
3221706,6,7,17,3.0
2269676,4,4,15,16.0
5380281,9,5,8,27.0
2456434,5,5,14,34.0
3712115,7,3,9,25.0
2886368,5,6,18,17.0
6190521,11,2,12,44.0
3919425,7,7,9,6.0
4122418,7,6,14,16.0
4141648,7,6,13,26.0
1293833,3,2,14,37.0
3935885,7,2,16,89.0
3358121,6,6,19,87.0
971,1,4,11,53.0
3782,1,5,21,69.0
6791123,12,3,15,87.0
2318561,4,1,19,12.0
6372979,11,7,10,23.0
1644138,3,6,12,38.0
3255238,6,7,18,56.0
542178,1,1,17,29.0
1666562,3,1,16,53.0
4656698,8,5,20,87.0
4147038,7,6,13,35.0
4137897,7,7,14,196.0
352894,1,7,13,19.0
1861059,4,4,19,19.0
1758855,3,7,18,36.0
820043,2,2,9,19.0
3137324,6,2,21,28.0
2250001,4,7,18,35.0
3287767,6,4,21,14.0
461860,1,3,9,92.0
6519346,12,5,21,263.0
3962132,7,1,15,5.0
5545429,10,6,19,11.0
300215,1,3,11,48.0
3240387,6,7,13,58.0
5287346,9,4,10,64.0
810728,2,5,12,29.0
2924661,5,2,12,52.0
4761010,8,6,14,66.0
4823282,8,6,19,24.0
2432866,5,5,19,15.0
6160234,11,5,19,84.0
1599529,3,5,16,63.0
3808554,7,5,10,17.0
5478707,10,5,15,54.0
175808,1,5,6,19.0
1229070,3,3,13,24.0
2915525,5,5,16,55.0
2376667,4,1,14,26.0
3536976,6,7,13,87.0
6561927,12,2,13,52.0
6714055,12,4,19,23.0
4438048,8,4,14,34.0
1537117,3,4,16,62.0
4629426,8,1,11,10.0
5369998,9,3,8,11.0
2056401,4,5,11,20.0
4675507,8,5,16,37.0
56628,1,7,19,39.0
6404273,11,2,20,21.0
3723821,7,4,9,9.0
574190,1,1,11,40.0
3188732,6,7,14,214.0
1752356,3,7,15,28.0
4596429,8,5,20,46.0
950682,2,1,12,17.0
3342049,6,4,10,8.0
3214122,6,1,18,19.0
1031796,2,5,17,25.0
5211396,9,7,16,113.0
2377136,4,1,11,71.0
2155471,4,5,18,43.0
3932255,7,3,11,17.0
6976068,12,4,20,15.0
400013,1,2,13,23.0
4194101,7,3,15,26.0
1211873,3,5,19,14.0
2954005,5,2,16,41.0
2913472,5,3,13,18.0
891810,2,5,21,42.0
1863889,4,5,12,17.0
4073435,7,4,17,55.0
6656751,12,7,14,105.0
1190116,3,5,21,23.0
1674179,3,6,18,10.0
1875602,4,1,17,23.0
5209860,9,5,12,9.0
2461456,5,7,12,31.0
6269761,11,2,15,28.0
3469125,6,4,17,131.0
2684712,5,4,11,13.0
6658878,12,2,12,63.0
32775,1,7,15,18.0
2198937,4,5,15,11.0
459220,1,6,21,19.0
1600770,3,1,18,92.0
3067142,6,2,21,17.0
277140,1,4,11,10.0
6768103,12,1,11,20.0
2349099,4,4,22,41.0
6509715,12,3,18,11.0
3860562,7,3,17,89.0
3858196,7,3,7,58.0
1027343,2,4,18,24.0
663045,2,3,22,10.0
614847,2,2,16,124.0
4839397,8,3,13,12.0
4717688,8,6,20,73.0
4020722,7,3,19,1.0
3179294,6,1,13,27.0
6682132,12,6,19,99.0
4511437,8,4,21,20.0
424436,1,4,11,30.0
4098063,7,4,18,22.0
1024243,2,5,17,7.0
1538908,3,6,15,120.0
3367405,6,4,17,52.0
178777,1,7,18,87.0
3460016,6,6,16,113.0
6000123,11,5,12,1.0
355707,1,4,18,19.0
613512,2,2,16,114.0
75702,1,6,19,5.0
5159484,9,5,15,83.0
1453424,3,4,13,16.0
3006205,6,5,20,44.0
371670,1,7,16,391.0
4635171,8,5,16,35.0
2880655,5,4,15,26.0
2633447,5,5,13,77.0
2419088,5,1,13,22.0
6759473,12,4,9,144.0
6203965,11,5,16,61.0
4461996,8,6,15,54.0
3030550,6,5,19,45.0
1086085,2,5,13,60.0
681159,2,2,15,47.0
3013299,6,7,16,22.0
5110343,9,1,15,71.0
4745295,8,4,12,16.0
6223059,11,7,16,55.0
5848411,10,3,15,12.0
2089706,4,4,19,30.0
6959570,12,3,21,21.0
2801297,5,3,19,89.0
1375164,3,2,15,148.0
3093109,6,5,15,115.0
5278293,9,1,19,15.0
4827038,8,7,16,17.0
6654450,12,1,18,34.0
1505419,3,4,19,4.0
4927802,9,7,20,18.0
6552834,12,2,11,8.0
2735616,5,6,15,6.0
3678860,7,5,19,11.0
5838282,10,7,12,40.0
5728413,10,5,17,157.0
3116248,6,1,17,33.0
2444536,5,1,16,32.0
988178,2,7,18,84.0
4659900,8,6,19,22.0
4363868,8,5,8,28.0
1089120,2,3,18,41.0
610474,2,1,16,39.0
4532946,8,5,9,47.0
6646459,12,2,17,17.0
3320733,6,2,20,11.0
1607,1,4,18,24.0
1087549,2,3,20,75.0
4711832,8,3,16,29.0
3007605,6,5,17,51.0
4790085,8,2,22,1.0
2312320,4,3,17,13.0
3392386,6,2,16,74.0
4723842,8,4,19,17.0
421063,1,5,20,15.0
6768120,12,3,11,52.0
308589,1,7,10,11.0
4246087,8,3,16,17.0
3030284,6,5,20,6.0
3597919,6,6,16,29.0
3812478,7,1,20,24.0
3511494,6,4,15,53.0
3095755,6,3,8,20.0
1242606,3,7,15,21.0
2050515,4,7,20,18.0
1008190,2,3,12,16.0
1420999,3,5,12,22.0
4492390,8,7,19,75.0
4955501,9,1,16,38.0
6745427,12,6,18,165.0
3830793,7,2,21,62.0
953824,2,5,12,17.0
6105086,11,3,20,64.0
2931583,5,4,13,42.0
4943369,9,7,14,49.0
982781,2,2,9,9.0
3478456,6,4,17,71.0
5770088,10,2,17,92.0
522116,1,1,16,29.0
4239929,8,2,21,47.0
6624836,12,5,11,27.0
1175240,3,1,19,18.0
2034095,4,2,18,9.0
2881431,5,6,18,7.0
6226071,11,7,18,165.0
2011940,4,4,19,4.0
5622683,10,6,17,37.0
2015815,4,4,10,13.0
2371298,4,4,13,2.0
3253389,6,3,18,101.0
3405435,6,4,21,120.0
2751610,5,5,11,82.0
2997128,6,2,14,61.0
1690334,3,2,9,24.0
1460343,3,2,9,22.0
2144453,4,4,18,33.0
1927579,4,7,17,37.0
6217684,11,2,14,108.0
6949751,12,4,19,7.0
3273377,6,7,15,21.0
258408,1,3,17,193.0
4623723,8,5,18,9.0
6531228,12,2,19,16.0
6862992,12,3,10,18.0
3096151,6,7,12,151.0
617794,2,3,11,24.0
3367831,6,5,16,83.0
2986803,5,7,11,8.0
5082857,9,2,18,47.0
1594984,3,1,16,15.0
1751311,3,7,14,24.0
2747168,5,6,16,152.0
4341339,8,2,12,42.0
270504,1,6,18,18.0
3719162,7,5,14,42.0
812190,2,5,22,8.0
6101731,11,6,20,33.0
1061553,2,6,16,35.0
607765,2,7,17,21.0
249792,1,5,21,36.0
1839209,4,4,15,21.0
3038802,6,7,17,47.0
6660897,12,5,12,59.0
6530603,12,2,11,38.0
6332490,11,7,17,52.0
1686036,3,7,15,16.0
1496137,3,4,11,98.0
792250,2,1,13,97.0
2453118,5,4,9,28.0
79827,1,7,16,24.0
6748034,12,1,20,93.0
2671198,5,3,20,26.0
6804986,12,3,10,20.0
6941745,12,4,0,7.0
1624673,3,7,21,8.0
4612972,8,6,14,8.0
3506305,6,3,15,3.0
5108893,9,1,12,9.0
972223,2,3,20,21.0
668072,2,4,17,9.0
6520304,12,6,15,25.0
393395,1,7,14,120.0
426114,1,6,12,18.0
4189270,7,5,18,18.0
2036602,4,1,16,20.0
1801533,4,7,17,79.0
2220075,4,5,17,42.0
946836,2,3,18,116.0
6395580,11,7,19,171.0
405496,1,1,20,135.0
6282027,11,4,14,25.0
6838906,12,4,14,4.0
1481395,3,7,19,72.0
4273814,8,5,18,66.0
4902452,9,6,9,23.0
4902703,9,6,12,12.0
3648676,7,3,20,34.0
6528551,12,1,14,32.0
5696617,10,4,9,3.0
4270491,8,4,19,1.0
1572000,3,2,13,129.0
2237011,4,4,18,64.0
609497,2,1,12,13.0
3637057,7,6,16,28.0
1764033,3,3,15,23.0
6681236,12,4,21,55.0
834587,2,1,20,114.0
5569592,10,2,16,33.0
668979,2,5,18,43.0
6649646,12,5,8,1.0
6115159,11,6,18,17.0
5362119,9,1,13,116.0
1267317,3,7,11,16.0
4345317,8,1,15,29.0
6655276,12,3,16,31.0
3207148,6,4,13,8.0
3848334,7,6,9,2.0
524813,1,4,17,3.0
4825627,8,6,20,94.0
2118723,4,5,17,10.0
280012,1,6,16,68.0
1249010,3,2,9,13.0
2089189,4,4,18,18.0
1220664,3,7,19,76.0
4054194,7,6,10,5.0
3492178,6,5,17,6.0
3039239,6,7,21,16.0
4768980,8,4,17,30.0
1419347,3,3,18,84.0
4868806,9,3,13,21.0
4656874,8,1,19,3.0
2521282,5,1,9,24.0
3516711,6,7,12,13.0
1133027,2,4,16,34.0
2452745,5,4,13,12.0
1588673,3,7,16,29.0
474670,1,7,15,261.0
2798684,5,6,13,16.0
2132239,4,5,14,9.0
5724581,10,6,14,15.0
2218467,4,4,21,17.0
6118957,11,4,20,75.0
3615023,7,7,17,9.0
6723537,12,5,13,77.0
2406896,5,4,19,4.0
2689085,5,5,15,172.0
1225570,3,2,14,3.0
1788665,3,6,10,10.0
3303197,6,7,21,15.0
6203144,11,5,12,12.0
301311,1,3,18,19.0
1671176,3,1,13,22.0
4228958,7,4,14,15.0
4684622,8,1,12,46.0
1439268,3,7,11,16.0
3555847,6,4,14,8.0
5768645,10,1,20,15.0
3440035,6,4,19,32.0
4112186,7,5,18,9.0
1467923,3,1,13,17.0
4545056,8,5,16,174.0
1088551,2,2,20,29.0
2530542,5,7,9,223.0
4021956,7,2,13,4.0
2194861,4,5,19,4.0
5976527,11,4,15,9.0
3623251,7,2,10,29.0
5317409,9,1,20,32.0
3728107,7,2,8,30.0
4176013,7,2,23,174.0
3261770,6,5,14,32.0
5868628,10,6,20,29.0
1800420,4,7,18,23.0
4549337,8,2,16,34.0
469934,1,3,17,197.0
3341289,6,1,13,3.0
4176238,7,2,18,56.0
4299105,8,5,21,76.0
816195,2,2,12,134.0
2426803,5,3,14,20.0
1698157,3,6,19,12.0
5764716,10,6,10,20.0
6223036,11,7,12,51.0
3697915,7,3,15,27.0
6740765,12,2,9,32.0
5765179,10,1,9,64.0
3418196,6,5,19,65.0
4063874,7,7,21,49.0
526910,1,2,10,25.0
2767800,5,3,11,55.0
5759547,10,1,14,3.0
5569104,10,5,16,48.0
6747817,12,1,7,21.0
2452215,5,4,18,40.0
80219,1,7,18,4.0
3976581,7,4,16,272.0
301085,1,3,21,33.0
1710777,3,7,21,3.0
2176984,4,5,11,37.0
1575043,3,5,21,1.0
6808692,12,2,11,15.0
1194814,3,7,19,30.0
5424182,10,3,16,10.0
6638021,12,3,15,77.0
354706,1,2,20,70.0
5674220,10,4,18,187.0
5211370,9,4,14,35.0
2815388,5,6,19,10.0
2169686,4,5,9,6.0
4382945,8,4,19,17.0
5944569,11,2,12,65.0
6516251,12,4,11,16.0
6146833,11,4,20,38.0
1788492,3,6,12,88.0
3228491,6,2,13,43.0
1000834,2,3,16,6.0
3002711,6,4,21,20.0
3224042,6,7,15,16.0
1025212,2,7,16,31.0
6251283,11,5,21,1.0
1773453,3,2,11,21.0
3905428,7,7,21,34.0
2021567,4,1,12,61.0
6211649,11,4,14,5.0
3099742,6,1,19,9.0
4777113,8,1,20,50.0
3551821,6,4,13,26.0
4238978,8,1,13,12.0
3901424,7,4,16,81.0
989760,2,3,9,36.0
6531157,12,2,14,9.0
346456,1,2,21,15.0
887913,2,5,11,31.0
4310451,8,2,18,55.0
831538,2,1,15,23.0
1763822,3,3,8,36.0
2625035,5,4,14,37.0
4007223,7,5,14,65.0
6807295,12,7,10,78.0
1824233,4,7,14,34.0
3395153,6,4,17,175.0
2803344,5,1,17,22.0
1594739,3,1,17,11.0
3038879,6,7,12,9.0
6805089,12,3,13,82.0
3683684,7,6,12,17.0
536365,1,1,12,19.0
1422728,3,7,19,37.0
2882428,5,2,13,56.0
1616744,3,5,19,32.0
4151701,7,6,11,8.0
887686,2,5,14,65.0
6651135,12,2,10,75.0
93255,1,4,14,33.0
3393682,6,4,8,58.0
5408672,10,5,13,10.0
5861996,10,5,16,15.0
2049693,4,7,18,38.0
1245626,3,1,15,18.0
634024,2,1,18,13.0
479700,1,5,13,11.0
6917310,12,6,12,2.0
6767686,12,7,17,3.0
1908887,4,7,10,18.0
1422764,3,5,22,26.0
6800404,12,4,11,15.0
6529156,12,2,18,52.0
504315,1,3,19,106.0
2453745,5,4,14,2.0
506366,1,4,14,13.0
6442203,11,7,14,31.0
4076083,7,2,21,81.0
3225395,6,6,11,47.0
4131577,7,7,22,13.0
2406586,5,4,8,1.0
3987558,7,4,10,9.0
3072093,6,3,18,53.0
6027115,11,6,17,31.0
14795,1,1,18,28.0
611765,2,1,15,15.0
1009042,2,2,14,21.0
3663182,7,7,15,2.0
6585241,12,1,8,25.0
1829319,4,1,16,62.0
3342129,6,4,10,18.0
4125218,7,3,14,20.0
33105,1,7,13,6.0
3858336,7,3,19,86.0
1164739,2,3,17,71.0
3307751,6,4,17,2.0
6454676,11,4,15,77.0
2456685,5,5,14,20.0
6532644,12,3,14,90.0
4796201,8,6,11,32.0
704842,2,5,15,44.0
6741010,12,2,13,6.0
177056,1,6,18,41.0
394232,1,4,12,9.0
5980881,11,6,10,15.0
1344581,3,6,20,10.0
612200,2,1,17,54.0
1680941,3,7,16,7.0
4492886,8,5,7,229.0
6787108,12,2,20,27.0
2744401,5,3,19,18.0
63395,1,2,14,17.0
2877690,5,3,10,51.0
482830,1,5,21,23.0
1206615,3,3,21,16.0
2302007,4,4,19,30.0
3013533,6,7,18,55.0
6538860,12,5,11,250.0
5110831,9,1,19,19.0
4759101,8,1,12,4.0
6344813,11,6,17,46.0
614914,2,2,17,73.0
1851061,4,1,17,50.0
6672015,12,2,10,26.0
3244961,6,5,10,55.0
6273581,11,7,10,3.0
2298319,4,3,20,84.0
6756297,12,2,10,11.0
6206866,11,1,12,8.0
4648485,8,5,11,34.0
2619745,5,3,14,19.0
1189418,3,5,18,165.0
4788639,8,6,17,9.0
784120,2,3,7,17.0
1847500,4,7,21,10.0
6509,1,6,15,4.0
1268760,3,1,7,24.0
6559320,12,6,19,9.0
1690288,3,1,14,31.0
2873782,5,5,15,11.0
6500760,12,7,14,23.0
6651398,12,4,9,21.0
2315690,4,1,13,8.0
1447574,3,6,12,43.0
271562,1,7,8,59.0
5433404,10,5,20,1.0
2432816,5,5,19,37.0
480427,1,5,22,17.0
5717662,10,3,16,1.0
2678588,5,2,17,7.0
6673638,12,4,12,3.0
5070945,9,4,10,94.0
1182788,3,3,17,56.0
6514248,12,4,17,122.0
3515450,6,7,19,111.0
4477788,8,4,16,68.0
1097123,2,5,16,27.0
487399,1,2,17,18.0
3892519,7,4,11,67.0
6151778,11,5,17,31.0
4259188,8,7,15,22.0
2419275,5,1,8,14.0
988157,2,4,13,5.0
3363519,6,6,17,97.0
211974,1,1,14,107.0
1791230,4,4,17,34.0
2385686,4,1,19,23.0
2450279,5,3,17,16.0
1196501,3,7,11,16.0
6932021,12,5,18,57.0
6677561,12,6,10,51.0
1042311,2,1,14,119.0
2795949,5,3,11,30.0
2420026,5,1,15,228.0
2105221,4,3,18,18.0
365939,1,5,13,32.0
1232073,3,4,14,14.0
3781626,7,2,21,66.0
4768567,8,3,20,10.0
3312888,6,1,21,3.0
3659999,7,6,15,38.0
656081,2,1,11,13.0
4598110,8,7,17,163.0
3505271,6,1,17,26.0
1221576,3,1,8,5.0
6669989,12,6,11,4.0
3491004,6,5,13,2.0
6144772,11,7,14,5.0
3080101,6,5,19,34.0
6152411,11,7,16,272.0
970388,2,4,14,70.0
5996644,11,4,18,11.0
6826772,12,6,7,4.0
3488028,6,7,10,24.0
1225106,3,2,17,12.0
3424280,6,1,21,44.0
4208831,7,4,15,68.0
3266707,6,2,23,46.0
1495085,3,4,18,216.0
6641271,12,7,21,32.0
6648984,12,5,11,7.0
911267,2,4,10,38.0
3829222,7,4,17,60.0
900151,2,5,13,18.0
1584177,3,6,7,11.0
612923,2,2,21,53.0
2454598,5,4,14,19.0
4669915,8,7,22,60.0
6899421,12,5,11,12.0
2861612,5,5,17,20.0
2977234,5,5,11,18.0
6715530,12,5,14,10.0
6742441,12,4,11,24.0
3478139,6,2,18,20.0
1796221,4,5,20,22.0
2884597,5,5,21,43.0
6228537,11,5,17,81.0
