,Month,DayOfWeek,Time,CarrierDelay
2869270,5,4,8,15.0
166584,1,7,18,60.0
4336028,8,2,21,49.0
4387274,8,6,19,15.0
2901573,5,5,21,17.0
59045,1,1,16,10.0
5927475,10,5,11,1.0
6767712,12,3,16,41.0
2928770,5,5,22,11.0
6530971,12,2,20,6.0
4569061,8,6,13,27.0
6840694,12,4,17,28.0
6031081,11,7,21,102.0
2582545,5,6,14,28.0
46752,1,4,19,6.0
1834664,4,3,21,16.0
6912135,12,7,9,54.0
4775524,8,5,13,7.0
1269792,3,1,15,9.0
3246303,6,6,17,48.0
1066920,2,4,12,17.0
689044,2,4,13,9.0
4581226,8,4,16,47.0
5733833,10,3,22,17.0
2614490,5,2,12,7.0
608391,2,7,17,8.0
4553813,8,5,6,22.0
2368913,4,2,16,30.0
3108479,6,7,9,70.0
3092762,6,4,16,9.0
1736747,3,6,14,7.0
4589507,8,4,8,21.0
4119157,7,3,8,6.0
1221387,3,1,12,7.0
414524,1,7,15,28.0
5557532,10,3,11,47.0
5612835,10,3,13,25.0
1014358,2,3,19,16.0
4017911,7,1,14,16.0
3092653,6,7,15,18.0
2645368,5,4,11,17.0
1045667,2,3,18,59.0
6913560,12,6,11,11.0
2603034,5,5,16,33.0
3103973,6,6,6,104.0
327935,1,7,21,48.0
675313,2,7,20,4.0
6832993,12,4,20,6.0
1455124,3,5,16,98.0
1932305,4,7,15,111.0
952284,2,3,18,9.0
6079075,11,6,18,52.0
2383699,4,7,21,2.0
1486553,3,4,13,20.0
5646466,10,5,9,3.0
2080663,4,3,19,16.0
129975,1,3,17,23.0
4749620,8,5,9,47.0
3040887,6,1,9,3.0
1216053,3,6,9,1.0
3203423,6,2,12,42.0
1393372,3,6,13,28.0
2865539,5,4,9,16.0
4733402,8,4,13,65.0
6648082,12,7,8,10.0
2340923,4,1,11,2.0
6242777,11,7,11,10.0
4234030,8,7,19,5.0
5935106,10,4,18,14.0
6525557,12,1,17,28.0
6858767,12,3,11,15.0
3326565,6,1,20,113.0
6580107,12,1,14,2.0
1485387,3,3,11,5.0
1034377,2,1,11,41.0
574936,1,4,6,78.0
3361675,6,4,23,19.0
3873811,7,3,16,23.0
4351930,8,3,21,70.0
2549804,5,1,13,5.0
6507185,12,2,11,10.0
3237015,6,1,19,16.0
2978792,5,7,21,10.0
5355911,9,1,17,3.0
5968360,11,2,13,21.0
1793615,4,5,12,1.0
5152352,9,1,17,92.0
5217451,9,6,19,79.0
6830505,12,2,14,12.0
168642,1,4,8,154.0
4876929,9,5,21,11.0
4753163,8,7,17,9.0
1950406,4,1,6,47.0
2722496,5,6,12,42.0
6542971,12,6,16,5.0
2115317,4,2,13,124.0
479771,1,7,16,12.0
5483766,10,7,10,1.0
22816,1,4,15,3.0
4728214,8,5,17,320.0
6611953,12,7,6,131.0
6965953,12,1,8,103.0
740481,2,2,19,34.0
6912822,12,6,14,41.0
6719865,12,2,16,53.0
2241347,4,5,14,29.0
6656513,12,2,7,4.0
1170519,2,1,16,12.0
3799126,7,7,15,107.0
419125,1,3,10,68.0
1906061,4,3,15,7.0
1128659,2,4,11,126.0
2874853,5,3,10,6.0
4285,1,5,14,14.0
5842085,10,2,12,74.0
3736467,7,4,14,6.0
4617214,8,7,7,19.0
1728473,3,6,21,19.0
1908055,4,4,15,23.0
1685118,3,1,7,256.0
3227027,6,7,10,6.0
5143268,9,2,15,70.0
4531326,8,6,17,14.0
6643133,12,7,8,17.0
3384941,6,2,14,51.0
2829924,5,5,16,95.0
3921861,7,2,17,293.0
5590916,10,2,12,14.0
4730961,8,5,12,16.0
6971378,12,3,13,54.0
1958925,4,5,13,90.0
1816253,4,4,8,12.0
2543471,5,4,10,10.0
5410017,10,5,19,11.0
1586532,3,7,14,5.0
5005069,9,1,16,15.0
3216469,6,1,6,68.0
6525888,12,1,16,4.0
6357001,11,7,18,30.0
3383697,6,1,12,16.0
5893598,10,3,7,129.0
3840142,7,6,10,25.0
925355,2,5,16,47.0
146227,1,4,21,28.0
5287065,9,5,13,14.0
5556942,10,1,10,5.0
3059787,6,7,19,9.0
6234745,11,2,18,29.0
3201888,6,1,17,312.0
6378213,11,2,8,87.0
654791,2,7,19,4.0
3314774,6,5,12,26.0
4329727,8,3,9,8.0
79752,1,7,8,37.0
6784997,12,7,8,19.0
6284273,11,6,6,8.0
1193150,3,6,12,7.0
1706743,3,5,15,46.0
2422249,5,2,15,8.0
1612928,3,7,18,6.0
4480251,8,1,22,15.0
792204,2,1,16,128.0
669762,2,5,12,3.0
6476677,12,6,9,10.0
3729695,7,7,18,4.0
957038,2,3,21,26.0
6810200,12,4,13,44.0
745695,2,3,5,66.0
6522191,12,6,13,9.0
6082496,11,7,10,10.0
3036632,6,7,14,4.0
3495855,6,7,18,18.0
1261526,3,5,11,11.0
5504109,10,4,13,16.0
3979541,7,1,23,31.0
3389359,6,6,18,4.0
2964609,5,2,18,16.0
129344,1,2,17,75.0
1948582,4,5,12,15.0
841762,2,1,21,11.0
7006233,12,3,18,24.0
4333920,8,3,13,215.0
3223911,6,6,12,26.0
3254415,6,6,13,43.0
5586515,10,6,12,21.0
671883,2,5,14,7.0
913071,2,5,12,160.0
921175,2,2,6,10.0
6592680,12,6,10,32.0
4669161,8,7,17,17.0
1208689,3,4,21,31.0
3921381,7,2,18,47.0
4754476,8,6,13,14.0
234263,1,4,16,56.0
3314749,6,3,10,25.0
4455894,8,1,9,229.0
5591555,10,2,8,12.0
6531046,12,2,15,14.0
1266548,3,7,21,6.0
415399,1,2,20,84.0
4631893,8,5,11,3.0
4653447,8,4,17,24.0
5211157,9,7,10,15.0
2395395,5,1,9,9.0
6974889,12,6,13,7.0
2901192,5,1,10,98.0
1936795,4,6,15,243.0
2903688,5,5,8,12.0
4260298,8,1,20,48.0
199651,1,7,9,22.0
1187517,3,4,8,12.0
6510573,12,3,17,109.0
4812863,8,7,11,50.0
723399,2,3,15,4.0
6597921,12,6,11,54.0
4111899,7,3,14,3.0
204549,1,3,11,16.0
6467142,12,3,12,14.0
6817601,12,3,19,11.0
231645,1,4,18,18.0
4819966,8,3,21,18.0
5857747,10,5,13,23.0
6534785,12,4,17,86.0
925400,2,2,7,573.0
149892,1,3,7,43.0
6731506,12,1,7,17.0
6571935,12,4,18,16.0
2843498,5,5,21,60.0
1309929,3,1,16,19.0
2480578,5,5,10,13.0
1185450,3,4,19,11.0
3146188,6,7,16,16.0
1435807,3,6,10,35.0
4051252,7,6,19,41.0
996227,2,5,15,15.0
6964934,12,7,13,10.0
444252,1,6,13,13.0
327246,1,5,12,30.0
1618451,3,1,10,64.0
6685797,12,2,22,18.0
6694826,12,1,17,3.0
318729,1,1,19,10.0
3369293,6,7,15,22.0
6068928,11,2,11,21.0
2560784,5,6,15,42.0
1843754,4,6,19,9.0
4350605,8,7,9,1.0
3062310,6,7,19,10.0
239742,1,7,10,27.0
6447317,11,7,12,222.0
6768097,12,3,11,10.0
3596184,6,5,7,42.0
2231598,4,7,19,717.0
3023264,6,3,14,15.0
1967147,4,7,17,16.0
6730574,12,1,9,18.0
5505938,10,7,16,15.0
4537335,8,6,13,81.0
484531,1,4,17,28.0
4755360,8,7,19,19.0
3424885,6,4,15,7.0
1786985,3,5,17,12.0
1614195,3,6,10,17.0
1653429,3,6,14,85.0
3322616,6,6,20,71.0
2015271,4,6,15,17.0
3985078,7,1,15,58.0
3412867,6,3,14,58.0
637403,2,2,20,57.0
3719743,7,2,16,4.0
4398763,8,4,19,53.0
1644826,3,5,21,26.0
609390,2,7,18,1.0
4358282,8,1,8,4.0
6580282,12,1,12,60.0
3221231,6,6,7,17.0
3654849,7,5,14,20.0
6657774,12,5,13,8.0
3207738,6,4,17,23.0
2277049,4,2,12,4.0
3616532,7,7,14,10.0
3976106,7,3,8,67.0
555721,1,5,9,15.0
1520542,3,1,11,48.0
824755,2,5,12,11.0
2819046,5,1,16,17.0
6266980,11,5,9,10.0
173226,1,4,12,25.0
6322859,11,5,13,20.0
4832654,8,4,18,16.0
2659789,5,1,9,14.0
2041957,4,3,8,121.0
356603,1,5,18,16.0
1196378,3,7,21,2.0
5223429,9,1,13,32.0
1623778,3,4,10,23.0
1987871,4,3,10,12.0
1773612,3,2,23,6.0
3153504,6,3,11,95.0
1067143,2,5,17,7.0
801866,2,7,13,53.0
1845977,4,6,13,3.0
2398924,5,2,19,5.0
6655102,12,2,10,3.0
3135760,6,7,18,160.0
747646,2,5,14,16.0
6996152,12,2,7,18.0
1710730,3,5,13,6.0
930798,2,1,6,45.0
1043202,2,6,11,8.0
5832019,10,1,7,93.0
6810135,12,1,16,24.0
3014474,6,7,12,62.0
617499,2,3,18,15.0
5074708,9,2,9,7.0
5573824,10,3,6,17.0
1921550,4,6,21,25.0
4835658,8,7,17,76.0
5360745,9,3,7,15.0
2189905,4,7,14,10.0
1105114,2,6,19,31.0
6970479,12,2,21,10.0
2899978,5,4,20,5.0
1059473,2,5,16,10.0
3095220,6,2,17,63.0
1724628,3,6,18,17.0
4144202,7,5,16,80.0
337691,1,3,11,64.0
5654989,10,5,10,1.0
3966837,7,3,18,5.0
2174951,4,5,10,8.0
4112222,7,3,14,2.0
412395,1,4,6,56.0
1081124,2,3,21,17.0
3371134,6,1,15,22.0
2956651,5,1,10,17.0
3144684,6,5,14,71.0
3119050,6,7,8,1.0
2538629,5,4,16,64.0
11468,1,7,16,50.0
1936144,4,5,8,33.0
162156,1,7,13,14.0
5964898,11,1,19,2.0
5175529,9,3,8,8.0
3435835,6,5,0,30.0
2777710,5,6,8,9.0
2371280,4,4,16,15.0
1688271,3,2,18,16.0
533720,1,2,16,20.0
2907137,5,5,9,27.0
3188373,6,7,14,22.0
223289,1,4,22,8.0
4791029,8,4,17,9.0
2878136,5,4,10,20.0
6527261,12,1,16,38.0
6529314,12,2,21,26.0
6932108,12,1,19,35.0
4065829,7,7,21,66.0
4976528,9,5,11,26.0
1537721,3,5,16,31.0
5917865,10,4,17,6.0
34066,1,7,21,5.0
5054550,9,7,10,92.0
6643505,12,4,15,11.0
6914753,12,2,12,207.0
6234653,11,5,21,5.0
3046398,6,3,20,4.0
156361,1,4,16,47.0
4195806,7,2,14,22.0
3102760,6,3,17,97.0
1575643,3,7,6,16.0
5742680,10,4,12,2.0
1674629,3,7,19,10.0
2119458,4,5,13,29.0
1370663,3,7,15,17.0
1593086,3,4,17,25.0
3801562,7,1,5,32.0
5625659,10,2,20,16.0
222132,1,7,19,101.0
6838604,12,1,12,5.0
4797556,8,7,20,94.0
6290230,11,4,20,10.0
1413304,3,7,18,27.0
1729290,3,7,6,27.0
439147,1,3,22,19.0
1526654,3,4,19,5.0
3051091,6,4,13,11.0
4582691,8,2,21,10.0
2732975,5,3,15,1.0
3400219,6,1,9,19.0
3090237,6,1,6,97.0
6864665,12,7,13,28.0
5043078,9,7,18,17.0
1611474,3,1,9,36.0
3029868,6,5,18,10.0
5605588,10,4,20,128.0
3592390,6,2,7,71.0
2532940,5,3,11,25.0
4163758,7,4,14,9.0
5831068,10,7,11,6.0
2843602,5,5,21,18.0
1446804,3,6,13,13.0
3653181,7,4,15,22.0
408905,1,4,14,12.0
3201979,6,1,18,180.0
539921,1,3,8,106.0
1142300,2,4,8,7.0
1600271,3,5,8,129.0
2556232,5,6,13,18.0
1788876,3,7,14,3.0
3495157,6,5,16,16.0
2482079,5,6,14,42.0
3362845,6,5,16,8.0
3096441,6,7,15,22.0
4899045,9,5,9,34.0
2199638,4,4,19,36.0
3169452,6,2,21,53.0
6228285,11,7,7,103.0
4180319,7,3,17,163.0
4205124,7,4,16,20.0
1208938,3,4,19,25.0
5938652,10,7,12,7.0
1875963,4,1,11,9.0
828255,2,3,10,61.0
4176565,7,3,8,191.0
2313132,4,2,17,166.0
999740,2,1,18,33.0
1013048,2,3,5,116.0
5528851,10,5,19,20.0
6056246,11,4,21,32.0
107966,1,1,8,19.0
4506300,8,7,16,47.0
5478137,10,5,9,37.0
402038,1,7,6,22.0
893274,2,7,18,3.0
1490106,3,7,14,10.0
6223568,11,7,10,7.0
6449790,11,7,9,91.0
2178684,4,2,6,146.0
58661,1,1,17,2.0
4132007,7,2,15,221.0
2916232,5,6,7,29.0
6684180,12,3,14,3.0
3656003,7,5,17,2.0
3101790,6,4,10,59.0
4845822,9,3,20,2.0
1832775,4,2,9,1.0
901526,2,6,8,16.0
6528244,12,1,18,1.0
1280202,3,7,10,20.0
3092957,6,5,8,13.0
6836466,12,1,9,45.0
6631684,12,1,10,46.0
1935029,4,3,21,41.0
2513303,5,5,15,5.0
233067,1,4,20,41.0
6707624,12,5,10,35.0
2624011,5,2,14,9.0
2180276,4,7,17,166.0
6996901,12,3,11,33.0
6768846,12,3,10,6.0
1674901,3,7,19,8.0
795688,2,3,13,52.0
4281544,8,7,21,13.0
430495,1,3,17,6.0
368698,1,2,15,4.0
3012983,6,7,8,58.0
276857,1,4,18,16.0
3020211,6,2,13,8.0
1096813,2,4,11,13.0
905204,2,2,7,105.0
4114444,7,7,16,22.0
443624,1,6,10,35.0
3460390,6,7,16,16.0
2834214,5,1,12,11.0
4469015,8,3,18,17.0
4633840,8,1,6,281.0
4717423,8,1,17,31.0
6279170,11,6,13,3.0
918283,2,1,21,20.0
2858546,5,4,19,20.0
1023321,2,5,17,17.0
536276,1,1,14,3.0
6984899,12,6,9,61.0
2940447,5,5,17,78.0
1536288,3,3,23,68.0
4253194,8,5,9,83.0
3332139,6,7,12,20.0
1282399,3,7,13,67.0
4501233,8,3,7,139.0
5635720,10,3,13,206.0
6965641,12,1,22,54.0
5596254,10,5,19,8.0
926392,2,2,17,7.0
282292,1,1,18,12.0
2439037,5,7,14,4.0
6552178,12,2,15,11.0
3417023,6,3,16,20.0
3614222,7,7,20,5.0
6631693,12,1,9,56.0
2033338,4,7,17,33.0
2523027,5,3,21,121.0
4667362,8,6,19,44.0
5750184,10,3,14,12.0
6871421,12,5,11,8.0
4278691,8,6,12,29.0
6524293,12,7,13,24.0
696845,2,1,7,19.0
5597686,10,1,10,6.0
2924375,5,2,10,4.0
4724730,8,1,18,24.0
3763752,7,4,10,45.0
102844,1,4,6,55.0
3370635,6,1,19,33.0
5631126,10,6,7,4.0
640685,2,3,16,9.0
6088040,11,7,15,20.0
2811360,5,4,14,289.0
2598369,5,2,8,10.0
545535,1,3,7,28.0
6829249,12,3,19,59.0
3986627,7,3,8,3.0
6528254,12,1,15,15.0
3027630,6,4,17,13.0
493042,1,5,12,2.0
547992,1,4,10,13.0
2040569,4,4,19,67.0
1572236,3,4,10,46.0
3933997,7,7,15,57.0
6264806,11,2,11,3.0
1924089,4,2,8,106.0
6070890,11,6,18,23.0
1192461,3,6,19,11.0
6779451,12,2,21,31.0
4891091,9,3,9,42.0
6816371,12,1,13,8.0
4556873,8,2,12,24.0
3697044,7,3,13,14.0
975212,2,2,16,191.0
1273681,3,6,7,24.0
6972457,12,2,15,19.0
4544192,8,4,17,19.0
3848892,7,3,17,76.0
4420048,8,7,15,20.0
5860189,10,6,11,5.0
842082,2,5,10,42.0
5000768,9,5,12,10.0
6892444,12,7,10,17.0
6644276,12,1,6,148.0
595322,1,1,11,84.0
3636215,7,6,11,18.0
1715584,3,1,19,10.0
1098101,2,3,9,10.0
5351686,9,1,15,8.0
1170617,2,1,13,53.0
3435710,6,6,9,74.0
671432,2,5,13,10.0
428537,1,6,17,24.0
4870885,9,3,16,1.0
1695005,3,6,11,17.0
6082370,11,7,20,111.0
3039315,6,1,13,2.0
3569738,6,1,12,3.0
3704200,7,3,16,17.0
849905,2,6,9,1.0
3611967,7,6,18,37.0
5471876,10,3,18,13.0
21846,1,3,11,3.0
3364068,6,7,21,68.0
3226016,6,5,14,11.0
91042,1,4,18,6.0
4891105,9,3,17,23.0
872051,2,3,18,152.0
2558301,5,5,13,8.0
2791276,5,3,12,53.0
6829950,12,1,19,29.0
4969516,9,2,8,45.0
4514928,8,7,19,19.0
3759843,7,3,18,53.0
6130815,11,1,16,25.0
920379,2,4,15,216.0
3406715,6,5,11,34.0
2988097,5,1,13,86.0
3131140,6,1,10,20.0
4614818,8,1,9,16.0
4126353,7,7,10,53.0
1200319,3,1,20,4.0
6911649,12,5,20,12.0
1338581,3,3,11,20.0
2633299,5,5,16,9.0
4047873,7,7,13,33.0
4574766,8,7,14,9.0
1060790,2,5,18,130.0
5476217,10,5,15,19.0
2006532,4,3,11,52.0
1621258,3,1,18,55.0
3851719,7,3,20,130.0
858134,2,6,16,11.0
3906543,7,1,9,49.0
523448,1,2,19,10.0
1614480,3,5,19,1.0
3146634,6,7,9,36.0
5509664,10,5,16,155.0
3384907,6,7,17,85.0
2785356,5,6,15,17.0
3631996,7,5,11,61.0
645004,2,4,9,1.0
913169,2,6,8,4.0
6029367,11,7,16,33.0
3016119,6,1,21,7.0
3007963,6,5,14,79.0
4609909,8,2,21,18.0
1922576,4,7,15,51.0
6363971,11,2,12,7.0
1589461,3,7,18,9.0
3701390,7,4,18,40.0
812538,2,6,21,178.0
328839,1,5,17,40.0
6174412,11,3,11,7.0
6686393,12,3,14,30.0
1672439,3,3,16,7.0
860375,2,1,16,7.0
3751545,7,6,22,17.0
3773400,7,2,14,45.0
195221,1,4,13,33.0
6362791,11,6,10,124.0
4626840,8,2,10,45.0
5453765,10,5,17,42.0
287187,1,5,23,36.0
4625576,8,3,6,29.0
4467356,8,5,10,9.0
1031595,2,3,10,14.0
5389933,10,6,13,10.0
6028013,11,7,10,6.0
6859230,12,7,17,3.0
6847488,12,1,17,41.0
5900153,10,3,11,14.0
2823060,5,5,14,10.0
130307,1,3,19,248.0
5354029,9,5,17,28.0
607489,2,7,8,5.0
2596427,5,1,13,70.0
5708007,10,5,14,6.0
2361698,4,5,18,171.0
2721871,5,4,13,10.0
368173,1,2,20,9.0
4582317,8,1,18,6.0
3535389,6,3,12,43.0
6757029,12,2,12,16.0
5277200,9,5,21,33.0
6395944,11,3,17,49.0
2313915,4,4,19,26.0
6822323,12,5,10,10.0
3769947,7,3,12,121.0
1755547,3,1,15,10.0
6536387,12,4,21,10.0
6228775,11,3,13,84.0
4281196,8,7,20,8.0
4415548,8,4,20,11.0
3635537,7,6,10,9.0
1404657,3,5,18,81.0
6933534,12,2,19,123.0
3264694,6,7,20,95.0
6384875,11,7,14,28.0
3129513,6,6,7,144.0
4273626,8,4,16,9.0
1560566,3,6,17,175.0
2541282,5,7,18,42.0
3189134,6,7,13,42.0
3480861,6,3,17,25.0
1698606,3,5,13,9.0
6546324,12,7,16,5.0
256998,1,2,13,1.0
4019865,7,7,11,15.0
4501445,8,3,10,28.0
3248641,6,5,11,12.0
485428,1,6,13,23.0
2525091,5,6,22,111.0
6192497,11,4,11,7.0
3157777,6,3,12,35.0
406727,1,2,20,151.0
4412018,8,2,12,25.0
1082979,2,3,13,9.0
4990864,9,3,8,92.0
3151154,6,6,9,30.0
6583013,12,5,16,54.0
641534,2,3,15,28.0
290210,1,7,8,34.0
3019677,6,2,11,47.0
4389436,8,2,10,28.0
294305,1,4,14,43.0
1282378,3,1,19,98.0
1041667,2,5,20,145.0
6973714,12,7,22,16.0
5588113,10,7,9,21.0
477808,1,3,13,37.0
508884,1,2,14,7.0
6614547,12,6,11,23.0
2867783,5,1,13,26.0
2430033,5,4,13,8.0
2456254,5,5,14,11.0
6674675,12,4,13,12.0
922294,2,5,14,40.0
2089243,4,4,22,75.0
384263,1,3,16,30.0
1913949,4,2,10,1.0
3238487,6,7,10,50.0
64157,1,2,19,2.0
4258103,8,7,19,32.0
3387964,6,3,7,138.0
1054851,2,5,16,64.0
2672689,5,4,21,6.0
2328188,4,6,6,117.0
2336295,4,7,14,138.0
548175,1,5,8,28.0
1731456,3,4,15,17.0
3210310,6,6,10,41.0
6681748,12,5,15,8.0
4985965,9,1,16,22.0
6066480,11,5,16,25.0
5522761,10,4,13,24.0
3145548,6,6,15,16.0
375146,1,1,13,43.0
6497843,12,6,10,1.0
2509266,5,3,21,1.0
6684910,12,2,19,10.0
1987288,4,3,6,36.0
1353736,3,3,14,79.0
4374973,8,7,17,62.0
3144712,6,5,20,50.0
2478959,5,5,13,1.0
6616291,12,2,17,9.0
554262,1,2,17,6.0
2271480,4,5,15,6.0
540839,1,5,18,35.0
611967,2,1,13,1.0
2686846,5,4,8,20.0
6085889,11,1,14,45.0
3508414,6,1,8,31.0
4393674,8,3,13,43.0
2642547,5,6,14,9.0
637262,2,2,14,26.0
6614586,12,6,7,55.0
6511327,12,3,19,84.0
954466,2,6,15,19.0
4498597,8,1,11,38.0
4310280,8,2,21,21.0
5520563,10,1,15,71.0
96287,1,5,13,21.0
4895973,9,4,20,7.0
2163302,4,3,18,4.0
3758144,7,1,18,52.0
4969818,9,2,14,16.0
479698,1,3,13,14.0
6068192,11,1,6,48.0
1727389,3,4,20,5.0
2977923,5,6,9,7.0
2656218,5,5,6,74.0
1955530,4,3,19,10.0
2200364,4,5,6,189.0
6522200,12,6,12,7.0
4896206,9,4,17,3.0
3577257,6,1,21,13.0
6133030,11,5,9,4.0
2020194,4,4,20,12.0
2130364,4,5,19,2.0
5699139,10,6,12,10.0
1635678,3,6,15,29.0
3432686,6,4,19,62.0
2129647,4,2,11,177.0
4443147,8,7,20,24.0
1618219,3,7,12,19.0
959295,2,7,8,16.0
6026387,11,6,13,12.0
200853,1,1,19,199.0
6774449,12,2,19,1.0
815063,2,7,18,39.0
2312738,4,6,17,28.0
6169957,11,6,17,3.0
2063308,4,3,7,26.0
982387,2,1,12,32.0
2210822,4,4,15,8.0
3853660,7,5,15,111.0
19250,1,3,12,21.0
5956742,11,5,21,40.0
6618822,12,7,18,24.0
3809616,7,6,14,50.0
4579265,8,3,14,154.0
620891,2,4,21,7.0
1330554,3,4,13,16.0
733091,2,6,14,36.0
6951136,12,1,14,9.0
6708493,12,6,13,5.0
4213790,7,6,19,26.0
3706115,7,2,16,12.0
937047,2,6,13,61.0
6030556,11,7,7,52.0
2409489,5,5,14,3.0
2228000,4,1,15,50.0
3527873,6,1,19,25.0
5347928,9,2,19,22.0
6552087,12,2,14,25.0
2723289,5,1,22,37.0
730410,2,2,7,137.0
6401983,11,3,11,10.0
1660613,3,7,13,16.0
4105302,7,3,19,17.0
506274,1,5,9,3.0
1915215,4,7,15,115.0
1696263,3,7,20,3.0
92101,1,4,15,12.0
3757364,7,7,17,281.0
1204914,3,3,8,29.0
406282,1,2,7,21.0
865508,2,5,7,36.0
6499446,12,6,10,1.0
6242867,11,2,13,12.0
6929778,12,7,9,2.0
5798780,10,4,15,18.0
5171305,9,3,19,5.0
4663966,8,2,10,23.0
1062200,2,7,15,21.0
1653720,3,2,18,25.0
4500874,8,3,18,2.0
1029829,2,2,12,1.0
2343769,4,3,22,33.0
1248934,3,2,9,3.0
6869202,12,6,9,70.0
193933,1,3,5,42.0
475080,1,4,9,22.0
298111,1,2,20,14.0
3700578,7,4,19,4.0
4744654,8,5,12,17.0
4730301,8,4,22,108.0
2658477,5,7,17,30.0
3018556,6,1,12,7.0
586139,1,4,17,25.0
2942319,5,2,22,7.0
5535081,10,6,9,72.0
312238,1,3,16,5.0
1273976,3,2,7,17.0
5046759,9,2,20,52.0
6567708,12,3,14,35.0
643423,2,4,11,25.0
3578362,6,1,11,8.0
5147125,9,1,15,32.0
2268388,4,5,9,24.0
336167,1,5,13,28.0
6983879,12,1,12,15.0
4842000,8,4,20,83.0
1489231,3,6,17,21.0
4368983,8,5,18,15.0
3855985,7,6,6,39.0
421802,1,3,6,64.0
763022,2,3,8,28.0
1213374,3,5,21,68.0
1704891,3,6,12,27.0
1707005,3,6,9,12.0
4479987,8,2,21,17.0
685053,2,3,20,55.0
6679765,12,3,19,5.0
4259726,8,7,21,8.0
1753959,3,3,7,199.0
6911942,12,5,14,2.0
2602881,5,5,15,28.0
5364496,9,7,17,75.0
772660,2,2,20,65.0
3067291,6,2,13,16.0
5992294,11,2,7,28.0
187653,1,6,10,72.0
712713,2,2,16,2.0
1728497,3,6,14,3.0
1946463,4,2,5,2.0
1614816,3,5,16,92.0
4465770,8,5,8,53.0
2954608,5,5,20,13.0
3940887,7,2,18,43.0
2451806,5,4,18,2.0
327666,1,3,15,30.0
5936733,10,6,5,6.0
600880,1,5,19,25.0
3485271,6,5,15,13.0
575768,1,2,18,18.0
2833753,5,2,9,177.0
1750011,3,6,11,15.0
346627,1,3,13,10.0
1691800,3,7,12,15.0
1366711,3,4,16,43.0
6915547,12,6,9,90.0
3674616,7,4,16,2.0
4372246,8,3,14,32.0
3670543,7,2,10,3.0
3886457,7,6,6,40.0
766752,2,6,15,38.0
1401396,3,3,11,24.0
4367232,8,3,11,83.0
615286,2,2,20,7.0
5723177,10,4,19,11.0
2236362,4,6,13,10.0
499907,1,6,8,11.0
3490077,6,2,9,210.0
138797,1,1,8,27.0
4382393,8,3,21,19.0
4592951,8,1,10,23.0
3979644,7,1,21,53.0
4697232,8,1,15,130.0
3058306,6,6,15,11.0
400568,1,2,16,51.0
3125448,6,7,10,21.0
6747467,12,1,11,29.0
739222,2,1,11,106.0
2626315,5,2,19,25.0
3838888,7,4,21,22.0
2498197,5,5,8,19.0
265300,1,2,9,19.0
3000405,6,3,20,14.0
2327167,4,5,17,36.0
798491,2,5,11,28.0
2873171,5,1,6,30.0
1271482,3,4,7,55.0
2604841,5,6,6,5.0
2520496,5,7,11,162.0
6023130,11,5,18,11.0
6542028,12,6,13,35.0
3661242,7,7,13,83.0
2538580,5,4,12,140.0
2280427,4,5,12,28.0
327622,1,2,14,58.0
6367775,11,1,13,41.0
760748,2,5,7,10.0
1603295,3,5,11,11.0
678109,2,1,20,82.0
5094884,9,5,7,7.0
4576183,8,1,10,15.0
6076592,11,1,10,47.0
852485,2,1,16,3.0
2648043,5,6,9,52.0
2879980,5,4,13,23.0
3477048,6,3,13,54.0
6649787,12,3,16,6.0
3236283,6,5,7,62.0
435387,1,3,8,90.0
134562,1,2,8,17.0
4361721,8,7,16,3.0
3766487,7,5,10,37.0
2015920,4,4,21,8.0
2903790,5,7,9,31.0
4187951,7,5,16,5.0
300113,1,3,12,45.0
4489287,8,1,16,31.0
1189327,3,5,15,31.0
6942039,12,6,12,19.0
1997410,4,1,6,31.0
1652791,3,6,6,71.0
2280793,4,6,9,37.0
4735059,8,4,10,41.0
4419215,8,7,15,5.0
4735268,8,5,8,62.0
3934678,7,5,10,7.0
3843843,7,5,11,95.0
1576868,3,7,19,34.0
6345564,11,6,13,15.0
1015213,2,5,6,9.0
930544,2,4,14,14.0
1724144,3,1,16,8.0
5342550,9,4,20,7.0
4539399,8,7,17,17.0
3659321,7,6,10,229.0
5617154,10,6,16,126.0
2380018,4,4,13,4.0
2808664,5,3,19,36.0
3957754,7,6,7,320.0
6655523,12,1,18,3.0
2200671,4,2,8,29.0
2553613,5,1,20,25.0
3839154,7,5,19,19.0
590221,1,3,12,15.0
3801988,7,2,10,15.0
6862330,12,4,6,17.0
1229847,3,3,15,34.0
260718,1,5,23,146.0
2525991,5,7,13,43.0
3394725,6,3,9,49.0
1730701,3,3,20,19.0
3526899,6,6,6,13.0
4280252,8,7,19,1.0
5042365,9,3,11,15.0
6519275,12,5,16,9.0
977900,2,2,7,5.0
1323080,3,7,17,195.0
2232295,4,3,13,49.0
3017312,6,1,18,5.0
123540,1,1,17,38.0
2776652,5,2,11,39.0
6698281,12,4,9,34.0
3744291,7,3,13,20.0
3071773,6,3,21,2.0
3636369,7,6,16,6.0
6910995,12,7,11,71.0
3846378,7,6,20,7.0
2288376,4,7,10,14.0
2908024,5,6,19,3.0
2934928,5,1,17,8.0
5216054,9,4,19,56.0
2017299,4,3,17,8.0
6774070,12,3,12,18.0
6035928,11,7,17,6.0
2904844,5,3,15,10.0
5193464,9,4,18,29.0
3246280,6,7,19,43.0
3691929,7,2,10,16.0
